Country,Area,Location,Activity,Age,Fatal?,Species,Year
MOZAMBIQUE,Gaza,Xai Xai,Swimming,25,N,2 m to 3 m shark,1972
MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Body surfing,17,Y,,1972
SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,,N,"White shark, > 3 m [10']",1972
AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay",Spearfishing,24,N,,1972
AUSTRALIA,New South Wales,Tabourie Beach,Surfing,19,N,"Bronze whaler shark, 10' ",1972
USA,US Virgin Islands,"St. Croix, Cane Bay",Scuba diving,,Y,Oceanic whitetip shark x 2,1972
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,17,N,,1972
NEW ZEALAND,North Island,Wanganui,Swimming,17,N,,1972
USA,California,"Point Sur, Monterey County",Surfing,,N,"White shark, 6 m [20'] ",1972
MOZAMBIQUE,Maputo Province,Inhaca Island,Swimming,20,U,Questionable incident,1972
USA,Florida,"Crescent Beach, St. Johns County",Surfing,15,N,,1972
USA,Hawaii,"Waimanu, Honoka'a, Hawai'i",Spearfishing,,N,2.4 m [8'] shark,1972
AUSTRALIA,Tasmania,Tasman Island,Diving for abalone,45,N,"White shark, 10'",1972
USA,Florida,"Cocoa Beach, Brevard County",Surfing,22,N,4.5' shark,1972
USA,California,"Bird Rock, near Tomales Point, Marin County",Free diving for abalone,32,N,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",1972
FRENCH POLYNESIA,Tuamotus,Ahé Atoll,Spearfishing,27,N,1.5 m grey reef shark,1972
WESTERN SAMOA,Upolu Island,Nuulua,Swimming,25,Y,Thought to involve a tiger shark,1972
MOZAMBIQUE,Gaza,Xai Xai,Swimming,19,Y,,1972
AUSTRALIA,Victoria,"Wilson's Promontory, Waratah Bay",Surfing,18,N,7' shark,1972
SOUTH AFRICA,Eastern Cape Province,St. Georges Strand,Swimming,20,Y,,1972
SOUTH AFRICA,KwaZulu-Natal,Kosi Bay,Sitting in shallows,30,N,Zambesi shark,1972
MOZAMBIQUE,Gaza,Xai Xai,Standing,24,N,"White shark, 2.5 m [8.25'] ",1972
SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,16,N,"White shark, 3 m [10']rk",1971
USA,Florida,"Ft. Pierce, St Lucie County",Surfing,18,N,5' to 6' shark,1971
SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,25,N,1.5 m to 2 m shark,1971
USA,California,"Sea Ranch, Sonoma County",Scuba diving,30,N,"White shark, 5 m to 6 m [16.5' to 20']  ",1971
USA,North Carolina,"Emerald Isle, Carteret County",Surfing,17,N,,1971
CROATIA,Istria County,Ika,Swimming,34,Y,White shark,1971
AUSTRALIA,South Australia,Adelaide,Fishing,51,Y,,1971
AUSTRALIA,New South Wales,"Manly Marineland, Sydney",Scuba diving & feeding fish,26,N,"Grey nurse shark, 11'",1971
USA,Florida,"Daytona Beach, Volusia County",Wading,8,N,,1971
USA,California,"Point Purisima, Santa Barbara County",Hookah diving (submerged),,N,"White shark, 5.5 m to 6 m [18' to 20'] ",1971
SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,21,N,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",1971
BRITISH ISLES,South Devon,Beesands,Scuba diving,32,N,3.6 m  porbeagle shark,1971
KENYA,Coast Province,Watamu,Swimming,16,N,"2 m [6'9""] shark",1971
SOUTH AFRICA,Western Cape Province,Buffels Bay,Swimming,>50,Y,White shark according to tooth pattern and witnesses,1971
MEXICO,Guerrero,"Copacabana Beach, Acapulco",Surfing,19,Y,,1971
NEW ZEALAND,South Island,Dunedin,Surfing,16,N,"White shark, 4.6 m [15'] ",1971
AUSTRALIA,South Australia,Southport,Surfing,15,N,White shark,1971
MOZAMBIQUE,Inhambe Province,"Inhasoka, Inhambe Bay",Fishing for prawns,18,Y,,1970
MOZAMBIQUE,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",Fishing for prawns,18 to 22,Y,,1970
MICRONESIA,Namonuito Atoll,Pisarach (Pisaras),Fishing,,N,1.8 m shark,1970
USA,Hawaii,Kauai,Shipwreck,41,N,,1970
MICRONESIA,Eastern Caroline Islands,Truk Lagoon,Diving,43,N,1.8 to 2 m C. albimarginatus,1970
PALAU,Western Caroline Islands (North Pacific Ocean),Outside barrier reef,Spearfishing,20,N,1 m shark,1970
USA,Florida,"Cocoa Beach, Brevard County",Floating on a raft,18,N,,1970
USA,Florida,"Dania, Broward County",Fishing,13,N,7.5' shark,1970
SOUTH AFRICA,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",Scuba Diving,25,N,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",1970
GRENADA,St. Andrew Parish,Grenville,Wading,16,Y,,1970
GRENADA,St. Andrew Parish,Grenville,Wading,18,Y,,1970
GRENADA,St. Andrew Parish,Grenville,Swimming,14,Y,,1970
USA,Florida,Manatee County,Wading,19,N,,1970
MOZAMBIQUE,Limpopo River,3.2 km inland,Swimming,14,N,,1970
MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,16,N,Zambesi shark,1970
MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,12,N,Zambesi shark,1970
MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,10,N,Zambesi shark,1970
MEXICO,Guerrero,Acapulco,Swimming,22,N,,1970
ENGLAND,Devon,Teignmouth,Attempted to return injured shark to the sea,,N,8' blue shark,1970
SPAIN,Canary Islands,"Icod de los Vinos, Tenerife",Spearfishing,,N,Blue shark,1970
ITALY,Sardinia,Golfo di Oristano,Fishing on a boat,,N,White shark,1970
CROATIA,Zadar County,Novigrad,Spearfishing,,U,White shark,1970
IRAQ,Basrah,Shatt-al-Arab River,Washing cooking pans,28,N,,1970
IRAQ,Basrah,Shatt-al-Arab River near Abu al Khasib,Washing clothes on stairs,25,N,,1970
IRAQ,Basrah,Shatt-al-Arab River,Swimming,35,Y,,1970
IRAQ,Basrah,Shatt-al-Arab River,"Fishing, trying to catch the end of his fishing line",35,N,,1970
AUSTRALIA,Western Australia,"Swan River, 13 miles upstream",Swimming,15,N,,1969
USA,Hawaii,"Barbers Point, O'ahu",Scuba diving for lobsters,,N,>2.4 m [8'] shark,1969
USA,Hawaii,Hawaii,Diving,,N,Oceanic whitetip shark,1969
USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",Free diving for abalone,53,N,"White shark, 4.3 m 4.9 m [14' to 16'] ",1969
USA,Massachusetts,40 miles south of Nantucket,Fishing,28,N,,1969
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,15,N,,1969
USA,Florida,"St. Petersburg, Pinnellas County",Body surfing,13,N,4' shark,1969
USA,Florida,Florida Keys,,13,N,Nurse shark,1969
USA,California,"Pigeon Point, San Mateo County",Freediving for abalone (at surface),,N,"White shark, 5 m [16.5'] ",1969
USA,Florida,Florida Keys,Wading,22,U,,1969
JAMAICA,Clarendon,Off Rocky Point,Diving,27,N,,1969
USA,Florida,Sarasota County,Wading,8,N,,1969
USA,Texas,Packery Channel,Surf-fishing,,N,2' to 3' shark,1969
USA,Florida,Sarasota County,Diving,23,N,Nurse shark,1969
USA,Florida,"Marathon, Monroe County",Fishing,adult,N,"Lemon shark, 9' ",1969
AUSTRALIA,New South Wales,Newcastle,,65,N,Mako shark,1969
USA,Hawaii,"Makaha, O'ahu",Surfing,16,N,"White shark, identified by tooth fragments in surfboard",1969
AUSTRALIA,Tasmania,Taroona,Fishing,49,N,7-gill shark,1969
AUSTRALIA,Queensland,Cooktown,Hard hat diving,52,U,Questionable incident,1969
AUSTRALIA,New South Wales,Beecroft Head,Freediving,21,N,,1969
AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney",Feeding mullet to sharks,27,N,"Grey nurse shark, 10' ",1968
NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Surfing,17,N,White shark,1968
SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban",Spearfishing,28,N,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']",1968
SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,22,N,"90-kg ""blackfin"" shark",1968
USA,Florida,"Egmont Key, Hillsborough County",Spearfishing using Scuba,,N,3 m [10'] bull shark,1968
NEW ZEALAND,South Island,Otago Harbor,Spearfishing,24,Y,"White shark, 4.3 m [14'], (tooth fragment recovered)",1968
USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,9 & 12,N,a small hammerhead shark,1968
USA,Florida,Okaloosa County,Standing,15,N,,1968
FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,12,N,,1968
MALAYSIA,Johor,Pulau Aur,Leaving the water,41,N,,1968
COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",Dynamite fishing,18,N,2 m shark,1968
USA,California,"Bodega Rock, Sonoma County",Free diving,25,N,"White shark, 4 m [13'] ",1968
USA,Florida,Florida Keys,Wading,33,N,,1968
USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Spearfishing using Scuba,33,N,4m [13'] shark,1968
BAHAMAS,Eleuthera,Spanish Wells ,Spearfishing,17,N,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark ,1968
USA,Florida,"Mullet Key, Pinellas County",Clamming,17,N,,1968
USA,Florida,"Fort Lauderdale, Broward County",Wading,63,U,Shark involvement not confirmed,1968
USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",,10,N,2.7 m [9'] silky shark,1968
AUSTRALIA,New South Wales,South Coast,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",21,N,"Bronze whaler shark, 1.8 m [6'] ",1968
PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,7,Y,,1968
AUSTRALIA,New South Wales,Stockton Bight,,47,N,"""Blue whaler"" (Galeolamna)",1968
SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Wading & pushing dinghy toward  the shallows,35,N,1.5 m to 1.8m [5' to 6'] shark,1968
USA,Florida,"Jensen Beach, Martin County",Surfing,20,N,,1968
USA,Florida,Florida Keys,Treading water,28,U,Invalid,1968
USA,Florida,Palm Beach County,Surfing,17,N,,1968
AUSTRALIA,Western Australia,Swan River,Swimming,14,N,,1968
NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui ",Picking up shark by the tail,,N,3' shark,1968
AUSTRALIA,South Australia,Cape Jervis,Spearfishing,26,N,"Bronze whaler shark, 3 m [10'] ",1968
PAPUA NEW GUINEA,Morobe Province,Finschafen,Swimming,13,Y,,1968
SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,22,N,1.5 m to 1.8 m [5' to 6'] shark,1967
PAPUA NEW GUINEA,Central Province,Port Moresby,Spearfishing,32,U,Questionable incident,1967
AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,59,Y,,1967
AUSTRALIA,New South Wales,Wollongong,Freediving,15,N,Grey nurse shark,1967
AUSTRALIA,Queensland,Surfer's Paradise,,18,N,Grey nurse shark,1967
USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,19,N,small blacktip shark,1967
ITALY,Brindisi Province,Brindisi,Scuba diving,21,U,2 m shark,1967
PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Spearfishing,23,Y,3.7 m [12'] shark,1967
USA,California,Ventura,Pulling shark from the water,24,N,5' blue shark,1967
AUSTRALIA,Western Australia,Jurien Bay,"Spearfishing, dived to pick up a float line",23,Y,White shark,1967
BERMUDA,Hamilton,Hamilton,Floating,19,N,,1967
AUSTRALIA,New South Wales,Jervis Bay,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),? & 19,U,Shark involvement prior to death was not confirmed,1967
USA,Florida,Near Key West,Spearfishing,15,N,"Nurse shark, 106 cm, 28-lb, male ",1967
BAHAMAS,Out Islands,Andros Island,Photographing sharks underwater using Scuba,41,N,1.5 m to 1.8 m [5' to 6'] sandbar shark,1967
SENEGAL,Cap Vert Peninsula,Hann,Beach seine netting,,N,1.8 m shark,1967
USA,Florida,Florida Keys,Snorkeling,20,N,,1967
TURKEY,Mugla Province,Kucukada Island,Spearfishing,36,Y,,1967
USA,Florida,"Key West, Monroe County",Spearfishing,26,N,"Nurse shark, 1 m ",1967
ITALY,Sicily,Stretto di Messina,Fishing boat,,N,"White shark, 4 to 5 m [13' to 16.5'] ",1967
AUSTRALIA,South Australia,Outer Harbor,,30,N,Bronze whaler shark,1967
AUSTRALIA,,Aquarium,Feeding a shark,22,N,Grey nurse shark,1967
NEW ZEALAND,North Island,Leigh,Freediving,21,N,,1967
SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Spearfishing,32,N,"White shark, 3 m [10'] ",1967
AUSTRALIA,Victoria,Geelong,Spearfishing,36,N,Grey nurse shark,1967
NEW ZEALAND,South Island,St. Kilda Beach,Lifesaving drill,21,Y,Thought to involve a white shark,1967
PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",,14,N,3.7 m [12'] shark,1967
SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing for rock lobster,,N,White shark or thresher shark,1967
SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Spearfishing Competition,,N,2.1 m [7'] sandtiger shark,1967
MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming in the channel,31,N,,1967
AUSTRALIA,Victoria,Goolwa,Splashing,15,N,"""sand shark""",1967
AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,30,N,2.1 m [7'] shark,1966
AUSTRALIA,New South Wales,South West Rocks,Spearfishing,29,N,"Grey nurse shark, 1.5 m [5'] ",1966
AUSTRALIA,New South Wales,Trial Bay,Spearfishing,19,N,"Grey nurse shark, 1.5 m [5']",1966
AUSTRALIA,New South Wales,Coogee,Spearfishing,29,N,1.8 m [6'] shark,1966
PAPUA NEW GUINEA,New Ireland Province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,9 months,Y,3.7 m [12'] shark,1966
PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,13,Y,3.7 m [12'] shark,1966
PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,8,Y,3.7 m [12'] shark,1966
AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",32,N,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",1966
USA,Hawaii,50 miles NE of Honolulu,Fishing,20,N,,1966
AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Spearfishing,43,N,"Mako shark, 1.9 m [6.5'] ",1966
USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,14,N,"Nurse shark, 2.5' ",1966
NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,13,Y,A pack of 6 sharks,1966
NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving into water,9,Y,A pack of 6 sharks,1966
CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,33,Y,White shark,1966
ITALY,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,21,N,"""small shark""",1966
USA,Delaware,Fenwick Island,Spearfishing on Scuba,26,U,Invalid,1966
USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,8,N,Spinner or blacktip sharks,1966
USA,Texas,"South Jetty, Galveston",Diving for sand dollars,16,N,Lemon shark or sandtiger shark,1966
USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,34,N,4' shark,1966
USA,Texas,"Point Comfort, Calhoun County",Fishing,14,N,,1966
TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,20,Y,,1966
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,25,Y,,1966
USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,46,U,Invalid,1966
USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,15,N,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",1966
USA,Florida,"Ft. Lauderdale, Broward County",Fishing,18,N,1.2 m [4'] hammerhead shark,1966
USA,Texas,Bolivar Peninsula,Swimming,18,N,a small shark,1966
AUSTRALIA,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,40,Y,,1966
AUSTRALIA,New South Wales, Bellingen,Fishing,,N,1.8 m [6'] shark,1966
AUSTRALIA,,7 miles offshore on east coast of Australia,Shipwreck,38,Y,Believed white shark and other smaller species of sharks involved.,1966
USA,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,24,U,Invalid,1966
AUSTRALIA,New South Wales,Maroubra,Fishing (big game),,N,"Alleged to involve a White shark, 7.6 m [25'] ",1966
AUSTRALIA,New South Wales,Coledale Beach,Treading water,13,N,"White shark, 2.5 m [8.25'], an immature female, previously injured",1966
SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,33,N,Copper shark,1966
USA,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),29,N,"White shark, 3 m [10'] ",1966
AUSTRALIA,New South Wales,Bellambi,Spearfishing,30,N,"Wobbegong shark, 5' ",1966
SOUTH AFRICA,Eastern Cape Province,Riet River,Standing,16,N,1.5 m to 1.8 m [5' to 6'] Zambesi shark,1966
AUSTRALIA,Western Australia,Woodman Point,Jumped into the water,43,N,76 cm [2.5'] carpet shark,1966
SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Body surfing,15,N,"1.8 m to 2 m [6' to 6'9""] shark",1966
NEW ZEALAND,North Island,"Oakura Beach, Taranaki",Body surfing ,15,Y,,1966
USA,Florida,"Hollywood, Broward County",Swimming,35,N,Hammerhead shark,1966
USA,California,"Huntington Beach, Orange County",Walking,15,U,Shark involvement not confirmed,1966
AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island","Spearfishing, but standing in knee-deep water",40,N,1.8 m [6'] carpet shark,1965
AUSTRALIA,South Australia,Cape Jervis,Fishing,,N,15' shark,1965
AUSTRALIA,Queensland,Near Brisbane,Fishing from 34' boat when pulled overboard by hooked shark,43,Y,4.6 m [15'] shark,1965
PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",44,N,,1965
AUSTRALIA,Queensland,Oak Beach,Surfing,24,N,"Grey nurse shark, 2.4 m [8'] ",1965
BAHAMAS,New Providence Island,Nassau,Sunbathing on beach when he saw child being attacked by the shark,32,N,"1.8 m [6'], 180-lb shark",1965
BAHAMAS,New Providence Island,Nassau,Playing in the water,,Y,"1.8 m [6'], 180-lb shark",1965
NEW BRITAIN,West coast,"Outside the reef off Moputu Village, near Talasea","Spearfishing, shot a turtle",15,Y,2 sharks involved,1965
PAPUA NEW GUINEA,Madang Province,Sek Harbor,Spearing fish,,N,"""small shark""",1965
PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing (rod & line),,N,0.9 m [3'] shark,1965
MEXICO,Veracruz,Playa Villa del Mar,,23,N,300-kg [662-lb] shark,1965
USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,15,N,,1965
BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,,N,"Lemon shark, 0.5 m",1965
MEXICO,Veracruz,Mocambo,Bathing,25,Y,,1965
USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,6,U,Questionable incident,1965
MEXICO,Veracruz,Mocambo,Swimming,38,N,,1965
MEXICO,Veracruz,Mocambo,Swimming,35,N,,1965
USA,Florida,"Hobe Sound, Martin County",,49,N,Bull shark,1965
USA,California,"Pacifica, San Mateo County",Surfing,19,U,Invalid,1965
USA,Florida,American Shoals off Key West,Spearfishing,28,N,"White shark, 10' to 12' ",1965
PALAU,Western Caroline Islands,Koror,Walking on reef,8,N,"Tiger shark, tooth fragment recovered",1965
USA,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,17,N,Blacktip or spinner shark,1965
USA,Florida,"Pompano Beach, Palm Beach County",Free diving,16,N,Mako shark,1965
SOUTH AFRICA,KwaZulu-Natal,Amatikulu,Treading water,25,N,"1.8 m [6'], 136-kg [300-lb] shark ",1965
USA,Massachusetts,"Granite Pier, Rockport",Scuba diving,18,N,1.2 m [4'] shark,1965
USA,California,"Newport Beach, Orange County",Motor boat Rebel Belle lost,21,U,Shark involvement prior to death was not confirmed,1965
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Paddling rescue ski,22,N,"White shark, 3.7 m [12'] ",1965
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Body surfing,20,N,,1965
AUSTRALIA,Victoria,"East of Station Pier, Port Melbourne",Swimming,,N,1.5 m [5'] shark,1965
NEW GUINEA,Central Province,Off Gaire Village,Free diving,30,Y,4.9 m [16'] whaler,1965
USA,Texas,"Port Lavaca, Calhoun County",Dangling feet in the water,13,N,,1965
USA,California,"Dana Point, San Clemente, Orange County",Surfing,Teen,N,,1965
USA,Florida,"Between Palm  & Salerno Inlets, Martin County",Collecting marine specimens,,N,"Nurse shark, 0.94 m to 1.2 m [3' to 4'] ",1965
EGYPT,,South of Hurghada,"Spearfishing, but standing in the water",25 to 35,N,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark",1965
SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,19,N,Raggedtooth shark ,1964
AUSTRALIA,New South Wales,Port Jervis,Fishing,,N,4.6 m [15'] shark,1964
PAPUA NEW GUINEA,Bougainville (North Solomons),"Off Sing Village, Buka Island","Canoe swamped, swimming back to canoe",28,N,2.1 m [7'] shark,1964
KENYA,Coast Province,"Kilindini Harbor, Mombasa",Fishing with hand line tied to wrist & was pulled into the water,10,Y,,1964
AUSTRALIA,Victoria ,Lady Julia Percy Island,Free diving with seals,25,N,"White shark, 2.4 m [8'] ",1964
AUSTRALIA,Queensland,"Fingal Beach, near Tweed Heads",Swimming out to rescue swimmers in difficulty,29,Y,,1964
AUSTRALIA,New South Wales,"North Solitary Island, 8 miles from Wolli","Filming underwater, carrying powerhead",25,N,"White shark, 2.7 m [9'1""], 750-lb ",1964
